Age,dAge,S2,S5ESP,dS5ESP,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,dRecodeCredit,dBrand,dCreditProvider,S10,S10r7oe,NPS,Reason,CSAT,CES,Brand-Opinion,Q6ar1,Q6ar2,Q6ar3,Q6ar4,Q6br1,Q6br2,Q6br3,Q6br4,Q6br5,Q6br6,Q7r1,Q7r2,Q7r3,Q7b,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,cluster_final
45,5,2,12,3,1,0,0,0,0,0,0,4,76.0,1.0,7.0,Demtista,10.0,Son amables y seviciales,10.0,7.0,10.0,11.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,2.0,2.0,2.0,2.0,2.0,3
45,5,1,1,6,1,0,1,1,0,0,0,5,469.0,5.0,2.0,,8.0,Interés,7.0,5.0,7.0,8.0,9.0,8.0,9.0,8.0,9.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,2.0,3.0,2.0,2.0,2.0,2
45,5,2,12,3,1,0,0,1,0,0,0,5,994.0,4.0,1.0,,7.0,En el servicio de atención sl cliente,7.0,6.0,7.0,8.0,10.0,9.0,9.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,3.0,2.0,3.0,3.0,3.0,4
45,5,2,1,6,0,1,1,0,0,0,0,5,382.0,3.0,3.0,,10.0,Los pagos son totalmente fiables,10.0,7.0,10.0,11.0,8.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,11.0,9.0,1.0,1.0,1.0,2.0,1.0,5
45,5,1,1,6,0,0,0,1,0,0,0,4,991.0,1.0,1.0,,10.0,"La falta de comisiones, el trato y las soluciones que ofrecen",10.0,7.0,10.0,11.0,4.0,4.0,11.0,11.0,8.0,11.0,8.0,11.0,11.0,11.0,9.0,11.0,10.0,1.0,1.0,1.0,1.0,2.0,3
45,5,1,1,6,1,0,0,1,0,0,0,5,126.0,5.0,1.0,,7.0,no lo se,6.0,5.0,6.0,9.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,6.0,7.0,3.0,2.0,3.0,3.0,3.0,1
45,5,2,1,6,0,1,0,0,0,0,0,5,283.0,3.0,5.0,,10.0,La compra,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
45,5,1,13,6,0,0,0,1,0,1,0,5,412.0,4.0,1.0,,5.0,Precio,5.0,5.0,5.0,6.0,6.0,5.0,9.0,8.0,3.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1
45,5,2,4,5,1,1,0,1,0,0,0,5,76.0,1.0,1.0,,7.0,Que pedir una hipoteca no sea tan difícil,7.0,5.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,10.0,7.0,7.0,2.0,3.0,2.0,3.0,3.0,2
45,5,1,1,6,0,1,0,0,0,0,0,5,135.0,2.0,1.0,,10.0,Su humildad,9.0,7.0,10.0,11.0,11.0,1.0,11.0,10.0,11.0,10.0,11.0,9.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,1.0,3.0,5
45,5,2,7,4,1,1,0,0,0,0,0,5,52.0,1.0,3.0,,9.0,Buena atención al cliente y buenas condiciones financieras.,9.0,6.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,2.0,2.0,2.0,2.0,2.0,5
45,5,2,10,4,1,0,0,0,0,1,0,5,353.0,5.0,1.0,,6.0,las comisiones son bastante elevadas,6.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,7.0,9.0,6.0,7.0,6.0,8.0,9.0,7.0,3.0,2.0,2.0,3.0,3.0,1
45,5,1,10,4,0,0,0,0,1,0,0,5,52.0,1.0,,,7.0,la calidad y el tiempo,6.0,5.0,7.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,9.0,7.0,6.0,3.0,3.0,2.0,2.0,3.0,2
45,5,2,10,4,0,0,0,1,0,0,0,4,52.0,5.0,1.0,,6.0,calidad,7.0,5.0,5.0,12.0,6.0,7.0,8.0,8.0,9.0,8.0,7.0,6.0,10.0,7.0,6.0,9.0,6.0,3.0,2.0,2.0,3.0,3.0,1
45,5,1,10,4,0,0,1,0,0,0,0,4,296.0,3.0,3.0,,8.0,Está bien así.,8.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,3.0,3.0,3.0,3.0,3.0,3
45,5,1,4,5,1,1,1,0,0,0,0,5,348.0,1.0,6.0,,8.0,"Trato más directo con el cliente, no tanta IA y no hablar con un ordenador. Más seguridad en ciberataque.",8.0,6.0,8.0,8.0,7.0,7.0,10.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,5.0,8.0,6.0,3.0,3.0,4.0,4.0,4.0,1
45,5,1,15,2,1,0,0,0,0,0,0,4,418.0,2.0,3.0,,10.0,su facilidad y su rapidez tramitando,10.0,7.0,10.0,11.0,9.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
45,5,1,10,4,0,0,0,0,1,0,0,5,222.0,1.0,,,8.0,En el servicio,8.0,6.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,2.0,2.0,2.0,2.0,2.0,5
45,5,1,10,4,0,0,0,1,0,0,0,4,348.0,1.0,1.0,,9.0,Fácil contratación y además es mi banco habitual,10.0,6.0,9.0,11.0,9.0,10.0,11.0,11.0,9.0,11.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,1.0,1.0,1.0,2.0,1.0,5
45,5,1,10,4,0,0,0,1,0,0,0,4,348.0,1.0,2.0,,9.0,Buenos intereses,9.0,5.0,9.0,10.0,11.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,11.0,10.0,10.0,9.0,2.0,2.0,2.0,2.0,2.0,5
45,5,1,10,4,1,0,0,0,1,0,0,5,52.0,1.0,,,8.0,La verdad es que todo bien,7.0,5.0,8.0,9.0,8.0,10.0,9.0,10.0,9.0,8.0,7.0,3.0,4.0,9.0,9.0,10.0,9.0,2.0,2.0,2.0,3.0,2.0,2
45,5,2,14,2,0,1,0,0,0,0,0,5,346.0,1.0,2.0,,10.0,Asesoramiento,10.0,7.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,3
45,5,2,15,2,1,1,0,0,1,0,0,5,266.0,3.0,4.0,,7.0,mejores prestaciones,8.0,6.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,7.0,8.0,9.0,10.0,8.0,2.0,1.0,2.0,2.0,3.0,4
45,5,2,15,2,0,1,0,0,0,1,0,5,78.0,5.0,1.0,,10.0,rapidez en la transaccion,10.0,7.0,10.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,8.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
45,5,2,15,2,0,0,0,0,1,0,0,4,258.0,1.0,,,3.0,Nos cobran muchas comisiones y es difícil contactar con ellos,3.0,3.0,2.0,4.0,6.0,4.0,11.0,8.0,6.0,6.0,4.0,6.0,8.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0
45,5,1,7,4,0,0,0,0,1,0,0,4,52.0,1.0,,,8.0,Información,8.0,3.0,7.0,4.0,6.0,4.0,5.0,9.0,8.0,9.0,7.0,8.0,9.0,6.0,10.0,9.0,8.0,2.0,2.0,1.0,2.0,2.0,2
45,5,1,1,6,1,0,0,1,0,0,0,5,126.0,5.0,1.0,,7.0,Bajar los intereses,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,3.0,8.0,8.0,6.0,8.0,7.0,5.0,3.0,4.0,3.0,4.0,4.0,2
45,5,2,5,7,0,1,0,0,0,1,0,5,52.0,1.0,1.0,,10.0,Fácil acceso a todos sus productos.,10.0,7.0,10.0,10.0,12.0,10.0,11.0,10.0,8.0,10.0,10.0,11.0,9.0,10.0,10.0,10.0,10.0,3.0,2.0,3.0,3.0,3.0,5
45,5,1,11,1,0,0,1,0,0,0,0,5,171.0,3.0,3.0,,10.0,Facilidad en la contratación,9.0,6.0,8.0,8.0,6.0,10.0,11.0,7.0,8.0,7.0,6.0,9.0,10.0,6.0,9.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,3
45,5,2,9,5,1,0,0,0,0,0,0,5,346.0,1.0,5.0,,10.0,facilidad rapidez atencion personalizada,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
45,5,2,17,5,1,1,0,1,0,0,0,5,412.0,4.0,1.0,,8.0,Me parece que funcionan bastante bien,9.0,7.0,9.0,9.0,2.0,9.0,11.0,10.0,9.0,7.0,7.0,10.0,10.0,8.0,9.0,11.0,7.0,2.0,2.0,2.0,3.0,3.0,5
45,5,1,9,5,0,1,0,1,0,0,0,5,53.0,2.0,1.0,,9.0,Facilidad para acceder al prestamo,9.0,6.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,2.0,2.0,1.0,2.0,1.0,5
45,5,1,1,6,0,0,0,0,1,0,0,5,53.0,2.0,,,7.0,Haciendo más publicidad de sus productos,7.0,5.0,7.0,8.0,9.0,8.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,2.0,2.0,3.0,2.0,1
45,5,2,1,6,1,0,0,0,0,1,0,5,126.0,2.0,1.0,,8.0,Acelerar un poco los trámites,8.0,6.0,8.0,10.0,12.0,7.0,10.0,9.0,6.0,6.0,6.0,10.0,10.0,9.0,6.0,9.0,5.0,1.0,3.0,2.0,3.0,4.0,2
45,5,2,11,1,0,0,0,1,0,0,0,4,353.0,5.0,2.0,,1.0,Altisimos intereses fraudulentos,1.0,2.0,1.0,2.0,6.0,1.0,6.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,0
45,5,1,9,5,0,0,0,0,0,1,0,4,475.0,4.0,1.0,,0.0,calidad de sus productos,0.0,3.0,0.0,5.0,12.0,1.0,5.0,3.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,4.0,0
45,5,2,1,6,0,1,1,0,0,0,0,5,370.0,3.0,3.0,,9.0,Rapidez,9.0,7.0,9.0,9.0,7.0,10.0,9.0,3.0,7.0,2.0,1.0,7.0,9.0,7.0,8.0,7.0,5.0,3.0,4.0,4.0,4.0,4.0,2
45,5,2,12,3,1,0,0,0,0,0,0,4,230.0,1.0,4.0,,10.0,Trámites fáciles y todo online,10.0,7.0,10.0,6.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,3.0,3.0,3
45,5,1,11,1,0,1,1,0,0,0,0,5,371.0,3.0,3.0,,6.0,Es clara en las condiciones,7.0,5.0,6.0,6.0,4.0,5.0,6.0,7.0,9.0,6.0,7.0,6.0,7.0,7.0,9.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,1
45,5,2,9,5,1,1,0,0,0,1,0,5,230.0,1.0,7.0,,10.0,El suporte informativo,10.0,7.0,10.0,11.0,12.0,11.0,12.0,11.0,11.0,1.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,5
45,5,2,12,3,0,0,0,1,0,0,0,4,392.0,4.0,1.0,,8.0,Una atención más personalizada y más generosidad en las prestaciones,9.0,5.0,9.0,8.0,6.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,6.0,8.0,5.0,8.0,2.0,3.0,2.0,3.0,2.0,1
45,5,1,10,4,0,0,0,0,0,1,0,4,392.0,4.0,1.0,,6.0,"Supongo que habrá en el mercado opciones de mejores condiciones, pero era urgente la adquisición de un nuevo vehículo mediante leasing para la familia",6.0,5.0,6.0,5.0,10.0,8.0,9.0,6.0,4.0,7.0,7.0,10.0,10.0,9.0,5.0,6.0,3.0,2.0,3.0,4.0,3.0,4.0,1
45,5,2,12,3,1,0,0,0,0,1,0,5,337.0,4.0,1.0,,9.0,Transparentes,9.0,7.0,9.0,10.0,6.0,10.0,9.0,10.0,10.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,2.0,3.0,2.0,3
45,5,1,1,6,0,1,0,0,0,0,0,4,348.0,1.0,3.0,,8.0,En la atencion en las oficinas,8.0,6.0,8.0,9.0,8.0,9.0,11.0,10.0,9.0,9.0,10.0,10.0,11.0,9.0,9.0,10.0,8.0,1.0,2.0,2.0,2.0,1.0,3
45,5,1,12,3,0,1,1,0,0,0,0,5,370.0,3.0,3.0,,10.0,ofrece descuentos para gasolina y productos de marca,10.0,7.0,10.0,8.0,10.0,9.0,10.0,9.0,8.0,11.0,10.0,10.0,9.0,9.0,8.0,11.0,10.0,1.0,2.0,2.0,2.0,2.0,1
45,5,1,1,6,1,0,0,0,0,1,0,5,348.0,1.0,1.0,,7.0,menos pedir seguros aparte para darte mejores intereses,6.0,4.0,6.0,4.0,7.0,7.0,9.0,5.0,4.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,4.0,3.0,4.0,4.0,3.0,4.0,1
45,5,1,1,6,0,0,1,0,0,0,0,4,164.0,3.0,3.0,,5.0,No me gusta financiar,5.0,3.0,5.0,5.0,7.0,5.0,4.0,7.0,7.0,6.0,5.0,6.0,1.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,3.0,4.0,1
45,5,1,17,5,0,0,1,0,0,0,0,4,369.0,3.0,3.0,,9.0,La facilidad de hacer la gestión,9.0,7.0,10.0,11.0,11.0,11.0,11.0,9.0,9.0,11.0,9.0,9.0,11.0,11.0,11.0,11.0,9.0,1.0,2.0,1.0,1.0,1.0,5
45,5,1,1,6,1,0,0,1,0,0,0,5,469.0,5.0,1.0,,10.0,Facilidad,10.0,7.0,10.0,11.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
45,5,2,1,6,1,0,0,0,0,0,0,4,126.0,2.0,6.0,,7.0,En el pago,7.0,5.0,7.0,8.0,9.0,8.0,7.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,7.0,8.0,7.0,2.0,2.0,2.0,2.0,2.0,1
46,5,2,9,5,1,0,0,0,0,0,0,4,348.0,1.0,2.0,,9.0,rapidez en el trámite,8.0,7.0,8.0,8.0,12.0,12.0,12.0,7.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,4.0,4.0,4.0,2
46,5,1,9,5,1,0,1,0,1,0,0,5,52.0,5.0,1.0,,9.0,Financiacion,9.0,7.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,10.0,9.0,10.0,9.0,1.0,1.0,1.0,2.0,2.0,5
46,5,2,7,4,0,1,0,0,0,0,0,4,348.0,1.0,6.0,,10.0,Son muy atentos y me resuelve cualquier duda que tenga,10.0,7.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,1
46,5,1,12,3,1,1,0,0,0,0,0,5,43.0,1.0,6.0,,8.0,eliminar las tarjetas revolving,8.0,6.0,9.0,9.0,11.0,10.0,10.0,9.0,7.0,10.0,9.0,10.0,11.0,6.0,6.0,7.0,7.0,3.0,3.0,4.0,2.0,3.0,3
46,5,2,11,1,1,0,0,0,0,0,0,4,5.0,1.0,3.0,,10.0,Su atención y buen servicio además de la cercanía,9.0,6.0,9.0,10.0,11.0,11.0,10.0,9.0,9.0,9.0,8.0,7.0,9.0,10.0,9.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,3
46,5,2,1,6,1,1,0,0,0,0,0,5,78.0,2.0,3.0,,7.0,"Bajaría los tipos de intereses, son muy altos",5.0,5.0,5.0,6.0,9.0,7.0,11.0,5.0,4.0,9.0,4.0,8.0,9.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,1
46,5,1,11,1,1,1,0,0,1,0,0,5,76.0,1.0,5.0,,7.0,En muchos sobre todo los intereses,7.0,4.0,5.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,7.0,11.0,11.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,4.0,1
46,5,1,8,4,0,0,0,0,1,0,0,4,126.0,2.0,,,7.0,Menos seguimiento,7.0,5.0,8.0,3.0,9.0,8.0,8.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,8.0,2.0,3.0,2.0,2.0,2.0,1
46,5,1,1,6,1,0,0,1,0,0,0,5,52.0,5.0,2.0,,8.0,Tener un espacio personal online donde consultar tu préstamo sin tener que ser cliente de la entidad,6.0,5.0,7.0,9.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,9.0,8.0,8.0,7.0,8.0,6.0,3.0,4.0,3.0,3.0,3.0,2
46,5,2,1,6,1,0,0,0,0,0,0,5,348.0,1.0,6.0,,10.0,Son fiables,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,11.0,11.0,11.0,8.0,9.0,10.0,10.0,1.0,1.0,1.0,2.0,1.0,5
46,5,2,7,4,1,0,0,0,0,0,0,4,53.0,2.0,3.0,,8.0,"por ahora va bien, pero a ver cuando termine que una vez la Caixa me estafó al cerrar un prestamo",9.0,7.0,9.0,10.0,9.0,10.0,10.0,9.0,6.0,10.0,10.0,9.0,11.0,10.0,10.0,11.0,5.0,2.0,2.0,3.0,2.0,2.0,3
46,5,1,10,4,0,1,0,0,0,0,0,5,52.0,1.0,3.0,,8.0,Está muy bien,9.0,7.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,2.0,2.0,2.0,2.0,2.0,5
46,5,2,10,4,1,0,0,0,0,0,0,5,52.0,5.0,1.0,,6.0,si lo recomenaría solo que para mi todos son iguales,6.0,5.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,3.0,3.0,3.0,3.0,3.0,2
46,5,1,1,6,0,0,0,1,0,0,0,4,76.0,1.0,1.0,,9.0,La facilidad que me dieron,9.0,6.0,9.0,11.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,1.0,1.0,1.0,2.0,2.0,5
46,5,2,16,2,0,1,0,1,0,0,0,5,337.0,4.0,1.0,,7.0,PODER AMORTIZAR SIN COMISIONES,7.0,5.0,7.0,8.0,8.0,7.0,9.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,2.0,3.0,2.0,2.0,3.0,1
46,5,2,14,2,1,1,0,0,0,0,0,5,230.0,1.0,3.0,,9.0,Sin complicaciones,8.0,6.0,8.0,9.0,10.0,10.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,7.0,9.0,2.0,2.0,2.0,2.0,2.0,3
46,5,1,16,2,0,1,0,1,0,0,0,5,52.0,5.0,1.0,,8.0,Tasas y comisiones,8.0,7.0,8.0,10.0,9.0,10.0,11.0,10.0,10.0,10.0,10.0,9.0,10.0,11.0,10.0,10.0,8.0,2.0,2.0,1.0,2.0,1.0,3
46,5,1,1,6,0,1,0,0,0,0,0,5,76.0,1.0,5.0,,9.0,Su atención y su facilidad para contratar el producto,9.0,7.0,10.0,11.0,8.0,10.0,10.0,10.0,11.0,11.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,1.0,1.0,1.0,2.0,1.0,5
46,5,2,7,4,0,1,0,1,0,0,0,5,53.0,2.0,1.0,,8.0,Los trámites para la concesión del préstamo.,8.0,3.0,8.0,10.0,7.0,8.0,11.0,9.0,7.0,7.0,6.0,9.0,9.0,11.0,9.0,11.0,10.0,1.0,3.0,2.0,3.0,3.0,4
46,5,2,7,4,0,0,0,0,0,1,0,4,52.0,5.0,1.0,,9.0,La rapidez en el trámite y si necesitas información te ayudan al momento,9.0,6.0,9.0,10.0,12.0,11.0,11.0,10.0,6.0,11.0,8.0,11.0,10.0,11.0,9.0,11.0,8.0,2.0,3.0,3.0,2.0,3.0,3
46,5,2,1,6,1,0,0,0,0,0,0,4,76.0,1.0,5.0,,5.0,Te cobran muchos intereses,0.0,4.0,0.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0
46,5,1,10,4,0,1,0,1,0,0,0,5,52.0,1.0,1.0,,8.0,Menos interéses aunque eso sea imposible,8.0,6.0,8.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,2.0,2.0,1.0,2.0,2.0,5
46,5,2,10,4,1,0,0,1,0,0,0,5,43.0,1.0,2.0,,5.0,Interes muy alto,4.0,3.0,5.0,8.0,5.0,6.0,7.0,5.0,4.0,7.0,7.0,6.0,3.0,5.0,7.0,4.0,5.0,2.0,3.0,4.0,2.0,3.0,1
46,5,2,12,3,0,0,0,0,0,1,0,4,353.0,5.0,1.0,,7.0,Ser más barato,7.0,5.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,4.0,4.0,5.0,6.0,8.0,6.0,7.0,3.0,2.0,2.0,3.0,3.0,1
46,5,2,10,4,1,1,1,0,0,0,0,5,995.0,5.0,7.0,Lavadora,8.0,"Nada, todo bien",8.0,7.0,8.0,9.0,6.0,12.0,12.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,5.0,3.0,3.0,3.0,4.0,4.0,1
46,5,1,10,4,1,0,0,0,0,0,0,5,52.0,1.0,1.0,,9.0,Su atención personalizada,9.0,7.0,8.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,8.0,10.0,7.0,8.0,9.0,8.0,8.0,2.0,2.0,3.0,2.0,3.0,5
46,5,1,10,4,1,1,0,0,0,0,0,5,991.0,1.0,6.0,,10.0,Su buena practica,10.0,7.0,10.0,8.0,9.0,11.0,11.0,11.0,9.0,7.0,10.0,9.0,8.0,11.0,11.0,9.0,10.0,1.0,3.0,1.0,1.0,2.0,5
46,5,1,10,4,0,0,0,1,0,0,0,4,52.0,1.0,1.0,,8.0,Que no tenga tanto intereses,8.0,6.0,8.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,2.0,2.0,2.0,3.0,5
46,5,1,1,6,1,1,1,0,0,0,0,5,378.0,3.0,3.0,,10.0,Facilidad de pago en 12 meses sin intereses,10.0,7.0,10.0,10.0,9.0,9.0,12.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,8.0,9.0,10.0,1.0,2.0,2.0,4.0,4.0,5
46,5,2,11,1,0,0,1,0,0,0,0,4,386.0,3.0,3.0,,9.0,Sin intereses,9.0,7.0,9.0,5.0,7.0,6.0,5.0,8.0,8.0,8.0,5.0,8.0,7.0,5.0,7.0,5.0,9.0,1.0,2.0,1.0,1.0,3.0,3
46,5,2,12,3,1,0,0,0,0,0,0,5,370.0,3.0,3.0,,8.0,En no cobrar tan rápido no da tiempo,8.0,6.0,7.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,3.0,2.0,4.0,1
46,5,2,13,6,0,0,1,1,0,0,0,5,371.0,3.0,3.0,,8.0,Por ahora ninguno,9.0,6.0,9.0,9.0,5.0,3.0,9.0,8.0,7.0,8.0,6.0,7.0,9.0,8.0,7.0,7.0,5.0,1.0,3.0,3.0,2.0,3.0,2
46,5,1,1,6,0,0,0,0,0,1,0,4,337.0,4.0,1.0,,10.0,Trato,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,2.0,2.0,2.0,2.0,2.0,3
46,5,2,17,5,1,0,1,0,0,0,0,5,79.0,2.0,5.0,,7.0,Interés y gastos,7.0,6.0,7.0,7.0,6.0,6.0,10.0,8.0,1.0,8.0,5.0,9.0,11.0,9.0,9.0,11.0,9.0,3.0,4.0,4.0,3.0,2.0,1
46,5,2,3,1,1,1,0,1,0,0,0,5,126.0,5.0,1.0,,4.0,Difícil de contactar con ellos,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0
46,5,2,17,5,1,0,0,1,0,0,0,5,44.0,2.0,1.0,,6.0,Tiene intereses muy altos,6.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,6.0,8.0,7.0,7.0,3.0,3.0,4.0,4.0,4.0,2
46,5,1,9,5,1,1,0,1,0,0,0,5,412.0,4.0,1.0,,7.0,Plazos más largos de amortización para reducir la cuota,7.0,5.0,7.0,8.0,8.0,8.0,9.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,5.0,2.0,3.0,2.0,3.0,4.0,2
46,5,1,1,6,1,0,0,0,0,0,0,4,44.0,2.0,5.0,,7.0,"Mejor web, app y atención al cliente. Es todo muy frío e impersonal",6.0,5.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,4.0,4.0,4.0,4.0,4.0,1
46,5,2,1,6,0,0,0,1,0,0,0,4,412.0,4.0,1.0,,8.0,"Ninguno, todo bien",7.0,6.0,7.0,9.0,8.0,8.0,9.0,7.0,8.0,6.0,5.0,6.0,8.0,7.0,8.0,8.0,7.0,2.0,2.0,2.0,2.0,2.0,2
46,5,2,1,6,1,0,0,0,0,0,0,4,230.0,1.0,3.0,,10.0,Facilidad y intereses,9.0,6.0,10.0,10.0,12.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,9.0,10.0,8.0,9.0,2.0,2.0,3.0,3.0,2.0,5
46,5,2,3,1,0,1,0,0,0,0,0,5,346.0,1.0,3.0,,8.0,Ninguna,9.0,6.0,9.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,10.0,9.0,10.0,10.0,9.0,1.0,1.0,2.0,2.0,2.0,4
46,5,1,9,5,0,1,1,0,0,0,0,5,208.0,3.0,3.0,,10.0,Que son muy atentos con el cliente,10.0,7.0,10.0,11.0,9.0,11.0,10.0,11.0,10.0,10.0,9.0,11.0,10.0,10.0,10.0,11.0,9.0,1.0,2.0,1.0,1.0,1.0,5
46,5,1,12,3,0,1,0,0,0,0,0,4,230.0,1.0,5.0,,10.0,buena aplicación,9.0,7.0,9.0,11.0,8.0,10.0,11.0,10.0,11.0,11.0,9.0,9.0,9.0,10.0,11.0,10.0,9.0,4.0,4.0,3.0,4.0,3.0,3
